# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Odometry Data Fomat:
# Time [s]    forward velocity [m/s]    angular velocity[rad/s] 
1288971842.161    0.000		 0.000  
1288971842.281    0.000		 0.000  
1288971842.401    0.000		 0.000  
1288971842.521    0.000		 0.000  
1288971842.641    0.000		 0.000  
1288971842.761    0.000		 0.000  
1288971842.885    0.000		 0.000  
1288971843.004    0.000		 0.000  
1288971843.125    0.000		 0.000  
1288971843.246    0.000		 0.000  
1288971843.363    0.000		 0.000  
1288971843.485    0.000		 0.000  
1288971843.603    0.000		 0.000  
1288971843.725    0.000		 0.000  
1288971843.845    0.000		 0.000  
1288971843.965    0.000		 0.000  
1288971844.083    0.000		 0.000  
1288971844.203    0.000		 0.000  
1288971844.323    0.000		 0.000  
1288971844.443    0.000		 0.000  
1288971844.567    0.000		 0.000  
1288971844.685    0.000		 0.000  
1288971844.807    0.000		 0.000  
1288971844.925    0.000		 0.000  
1288971845.047    0.000		 0.000  
1288971845.165    0.000		 0.000  
1288971845.287    0.000		 0.000  
1288971845.407    0.000		 0.000  
1288971845.527    0.000		 0.000  
1288971845.647    0.000		 0.000  
1288971845.767    0.000		 0.000  
1288971845.887    0.000		 0.000  
1288971846.005    0.000		 0.000  
1288971846.127    0.000		 0.000  
1288971846.247    0.000		 0.000  
1288971846.367    0.000		 0.000  
1288971846.487    0.000		 0.000  
1288971846.607    0.000		 0.000  
1288971846.727    0.000		 0.000  
1288971846.847    0.000		 0.000  
1288971846.967    0.000		 0.000  
1288971847.087    0.000		 0.000  
1288971847.207    0.000		 0.000  
1288971847.327    0.000		 0.000  
1288971847.447    0.000		 0.000  
1288971847.567    0.000		 0.000  
1288971847.687    0.000		 0.000  
1288971847.811    0.000		 0.000  
1288971847.931    0.000		 0.000  
1288971848.051    0.000		 0.000  
1288971848.167    0.000		 0.000  
1288971848.293    0.000		 0.000  
1288971848.411    0.000		 0.000  
1288971848.531    0.000		 0.000  
1288971848.651    0.000		 0.000  
1288971848.771    0.000		 0.000  
1288971848.891    0.000		 0.000  
1288971849.009    0.000		 0.000  
1288971849.131    0.000		 0.000  
1288971849.251    0.000		 0.000  
1288971849.371    0.000		 0.000  
1288971849.491    0.000		 0.000  
1288971849.611    0.000		 0.000  
1288971849.731    0.000		 0.000  
1288971849.851    0.000		 0.000  
1288971849.971    0.000		 0.000  
1288971850.091    0.000		 0.000  
1288971850.211    0.000		 0.000  
1288971850.334    0.000		 0.000  
1288971850.451    0.000		 0.000  
1288971850.571    0.000		 0.000  
1288971850.691    0.000		 0.000  
1288971850.813    0.000		 0.000  
1288971850.931    0.000		 0.000  
1288971851.053    0.000		 0.000  
1288971851.175    0.000		 0.000  
