# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Landmark Groundtruth Data Fomat:
# Subject #    x [m]    y [m]    x std-dev [m]    y std-dev [m] 
  6 	 1.88032539 	 -5.57229508 	 0.00001974 	 0.00004067 
  7 	 1.77648406 	 -2.44386354 	 0.00002415 	 0.00003114 
  8 	 4.42330143 	 -4.98170313 	 0.00010428 	 0.00010507 
  9 	 -0.68768043 	 -5.11014717 	 0.00004077 	 0.00008785 
 10 	 -0.85117881 	 -2.49223307 	 0.00005569 	 0.00004923 
 11 	 4.42094946 	 -2.37103644 	 0.00006128 	 0.00009175 
 12 	 4.34924478 	 0.25444762 	 0.00007713 	 0.00012118 
 13 	 3.07964257 	 0.24942861 	 0.00003449 	 0.00005609 
 14 	 0.46702834 	 0.18511889 	 0.00003942 	 0.00002907 
 15 	 -1.00015496 	 0.17453779 	 0.00006536 	 0.00005926 
 16 	 0.99953879 	 2.72607308 	 0.00003285 	 0.00002186 
 17 	 -1.04151642 	 2.80020985 	 0.00012014 	 0.00005809 
 18 	 0.34561556 	 5.02433367 	 0.00004452 	 0.00004957 
 19 	 2.96594198 	 5.09583446 	 0.00006062 	 0.00008501 
 20 	 4.30562926 	 2.86663299 	 0.00003748 	 0.00004206 
